"","date","state","positive","negative","recovered","death","total","state_name","lat","lng"
"329",2020-09-22,"UT",65044,703915,51945,443,768959,"Utah",39,-111
"330",2020-09-22,"VA",142010,1776479,16979,3060,1918797,"Virginia",38,-79
"331",2020-09-22,"VI",1276,18188,1195,19,19479,"Virgin Islands",18.35,-64.933333
"332",2020-09-22,"VT",1721,155620,1557,58,157341,"Vermont",44,-72.7
"333",2020-09-22,"WA",83193,1657706,NA,2070,1740899,"Wahington",47.5,-120.5
"334",2020-09-22,"WI",110327,1348492,88131,1259,1459009,"Wisconsin",44.5,-89.5
"335",2020-09-22,"WV",14384,508285,10524,317,522669,"West Virginia",39,-80.5
"336",2020-09-22,"WY",5016,89824,4230,49,94840,"Wyoming",43,-107.5
"337",2020-09-21,"AK",7838,420807,2439,45,428645,"Alaska",65,-150
"338",2020-09-21,"AL",145780,928112,61232,2439,1073892,"Alabama",32.7,-86.7
"339",2020-09-21,"AR",76364,817238,66934,1197,893602,"Arkansas",34.8,-92.2
"340",2020-09-21,"AS",0,1571,NA,0,1571,NA,NA,NA
"341",2020-09-21,"AZ",214251,1176711,33946,5478,1390962,"Arizona",34,-112
"342",2020-09-21,"CA",781694,12891088,NA,15018,13672782,"California",37,-120
"343",2020-09-21,"CO",64857,767852,6291,1913,832709,"Colorado",39,-105.5
"344",2020-09-21,"CT",56024,1411742,9204,4495,1467766,"Connecticut",41.6,-72.7
"345",2020-09-21,"DC",14978,342766,11856,621,357744,NA,NA,NA
"346",2020-09-21,"DE",19667,253546,10376,627,273213,"Delaware",39,-75.5
"347",2020-09-21,"FL",685439,4427821,NA,13480,5117125,"Florida",28.1,-81.6
"348",2020-09-21,"GA",307339,2463524,NA,6604,2770863,"Georgia",33,-83.5
"349",2020-09-21,"GU",2147,44207,1505,35,46354,"Guam",13.5,144.8
"350",2020-09-21,"HI",11403,270015,4759,120,281418,"Hawaii",21.311389,-157.796389
"351",2020-09-21,"IA",78339,643256,57942,1274,721595,"Iowa",42,-93
"352",2020-09-21,"ID",37491,254795,20304,443,292286,"Idaho",45,-114
"353",2020-09-21,"IL",277933,4867652,NA,8693,5145585,"Illanois",40,-89
"354",2020-09-21,"IN",112027,1196618,88173,3512,1308645,"Indiana",40,-86
"355",2020-09-21,"KS",53959,430732,1970,600,484691,"Kansas",38.5,-98
"356",2020-09-21,"KY",61917,1003487,11283,1112,1065404,"Kentucky",37.5,-85
"357",2020-09-21,"LA",162501,2023291,145570,5375,2185792,"Louisiana",31,-92
"358",2020-09-21,"MA",127796,1970320,109397,9317,2098116,"Massachusetts",42.3,-71.8
"359",2020-09-21,"MD",120568,1417061,7378,3883,1537629,"Maryland",39,-76.7
"360",2020-09-21,"ME",5106,370286,4384,140,375392,"Maine",45.5,-69
"361",2020-09-21,"MI",129662,3241005,90216,6981,3370667,"Michigan",44,-85
"362",2020-09-21,"MN",90942,1221995,82174,2021,1312937,"Minnesota",46,-94
"363",2020-09-21,"MO",114307,1105252,NA,1807,1219559,"Missouri",38.5,-92.5
"364",2020-09-21,"MP",69,14316,29,2,14385,NA,NA,NA
"365",2020-09-21,"MS",93556,613350,85327,2810,706906,"Mississippi",33,-90
"366",2020-09-21,"MT",10429,300833,7876,160,311262,"Montana",47,-110
"367",2020-09-21,"NC",194381,2623158,176422,3247,2817539,"North Carolina",35.5,-80
"368",2020-09-21,"ND",18244,211267,14841,151,229511,"North Dakota",47,-100
"369",2020-09-21,"NE",41083,384733,30509,442,425816,"Nebraska",41.5,-100
"370",2020-09-21,"NH",7952,234290,7226,438,242242,"New Hampshire",44,-71.5
"371",2020-09-21,"NJ",200154,3153029,34672,16069,3353183,"New Jersey",40,-74.5
"372",2020-09-21,"NM",27579,835320,15412,849,862899,"New Mexico",34,-106
"373",2020-09-21,"NV",76036,590756,2026,1531,666792,"Nevada",39,-117
"374",2020-09-21,"NY",450473,9530292,76218,25428,9980765,"New York",43,-75
"375",2020-09-21,"OH",145165,2710996,123423,4623,2856161,"Ohio",40.5,-82.5
"376",2020-09-21,"OK",77908,995697,64941,948,1082483,"Oklahoma",35.5,-98
"377",2020-09-21,"OR",30995,607803,5431,529,638798,"Oregon",44,-120.5
"378",2020-09-21,"PA",150812,1767181,123665,8004,1917993,"Pennsylvania",41,-77.5
"379",2020-09-21,"PR",42476,305972,NA,609,348448,"Puerto Rico",18.2,-66.5
"380",2020-09-21,"RI",23932,296634,2268,1097,320566,"Rhode Island",41.7,-71.5
"381",2020-09-21,"SC",138124,1005994,51431,3212,1144118,"South Carolina",34,-81
"382",2020-09-21,"SD",18869,158154,15777,202,177023,"South Dakota",44.5,-100
"383",2020-09-21,"TN",184409,2494997,166674,2233,2679406,"Tennessee",36,-86
"384",2020-09-21,"TX",698387,4924111,611856,14917,5622498,"Texas",31,-100
"385",2020-09-21,"UT",64394,697657,51660,441,762051,"Utah",39,-111
"386",2020-09-21,"VA",141138,1764336,16903,3021,1905817,"Virginia",38,-79
"387",2020-09-21,"VI",1269,18043,1186,19,19314,"Virgin Islands",18.35,-64.933333
"388",2020-09-21,"VT",1719,155020,1557,58,156739,"Vermont",44,-72.7
"389",2020-09-21,"WA",82548,1654008,NA,2037,1736556,"Wahington",47.5,-120.5
"390",2020-09-21,"WI",108588,1337627,86822,1252,1446368,"Wisconsin",44.5,-89.5
"391",2020-09-21,"WV",14171,505345,10317,312,519516,"West Virginia",39,-80.5
"392",2020-09-21,"WY",4944,89187,4172,49,94131,"Wyoming",43,-107.5
"393",2020-09-20,"AK",7767,419158,2438,45,426925,"Alaska",65,-150
"394",2020-09-20,"AL",144962,923366,61232,2437,1068328,"Alabama",32.7,-86.7
"395",2020-09-20,"AR",75723,810294,66397,1181,886017,"Arkansas",34.8,-92.2
"396",2020-09-20,"AS",0,1571,NA,0,1571,NA,NA,NA
"397",2020-09-20,"AZ",214018,1169906,33835,5476,1383924,"Arizona",34,-112
"398",2020-09-20,"CA",778400,12744758,NA,14987,13523158,"California",37,-120
"399",2020-09-20,"CO",64356,761346,6274,1913,825702,"Colorado",39,-105.5
"400",2020-09-20,"CT",55527,1366621,9204,4492,1422148,"Connecticut",41.6,-72.7
"401",2020-09-20,"DC",14955,340189,11829,620,355144,NA,NA,NA
"402",2020-09-20,"DE",19566,251855,10299,621,271421,"Delaware",39,-75.5
"403",2020-09-20,"FL",683754,4411335,NA,13459,5098960,"Florida",28.1,-81.6
"404",2020-09-20,"GA",306155,2444667,NA,6602,2750822,"Georgia",33,-83.5
"405",2020-09-20,"GU",2117,43841,1450,34,45958,"Guam",13.5,144.8
"406",2020-09-20,"HI",11326,268523,4622,120,279849,"Hawaii",21.311389,-157.796389
"407",2020-09-20,"IA",77679,640600,57524,1265,718279,"Iowa",42,-93
"408",2020-09-20,"ID",37247,252681,20105,441,289928,"Idaho",45,-114
"409",2020-09-20,"IL",276456,4830895,NA,8686,5107351,"Illanois",40,-89
"410",2020-09-20,"IN",111505,1190435,87090,3506,1301940,"Indiana",40,-86
"411",2020-09-20,"KS",52285,422464,1950,596,474749,"Kansas",38.5,-98
"412",2020-09-20,"KY",61542,993670,11237,1111,1055212,"Kentucky",37.5,-85
"413",2020-09-20,"LA",162258,2016741,145570,5366,2178999,"Louisiana",31,-92
"414",2020-09-20,"MA",127540,1959741,109397,9310,2087281,"Massachusetts",42.3,-71.8
"415",2020-09-20,"MD",120156,1409320,7377,3879,1529476,"Maryland",39,-76.7
"416",2020-09-20,"ME",5079,369059,4364,139,374138,"Maine",45.5,-69
"417",2020-09-20,"MI",128087,3190382,90216,6969,3318469,"Michigan",44,-85
"418",2020-09-20,"MN",90017,1213458,81336,2017,1303475,"Minnesota",46,-94
"419",2020-09-20,"MO",112844,1099664,NA,1795,1212508,"Missouri",38.5,-92.5
"420",2020-09-20,"MP",68,14316,29,2,14384,NA,NA,NA
"421",2020-09-20,"MS",93364,609799,78971,2810,703163,"Mississippi",33,-90
"422",2020-09-20,"MT",10299,292514,7807,157,302813,"Montana",47,-110
"423",2020-09-20,"NC",193581,2611237,167257,3243,2804818,"North Carolina",35.5,-80
"424",2020-09-20,"ND",17958,210297,14558,142,228255,"North Dakota",47,-100
"425",2020-09-20,"NE",40797,382563,30509,442,423360,"Nebraska",41.5,-100
"426",2020-09-20,"NH",7947,232454,7201,438,240401,"New Hampshire",44,-71.5
"427",2020-09-20,"NJ",199762,3153029,34637,16067,3352791,"New Jersey",40,-74.5
"428",2020-09-20,"NM",27512,829944,15342,847,857456,"New Mexico",34,-106
"429",2020-09-20,"NV",75804,589380,2012,1531,665184,"Nevada",39,-117
"430",2020-09-20,"NY",449900,9472546,76179,25427,9922446,"New York",43,-75
"431",2020-09-20,"OH",144309,2680988,122671,4615,2825297,"Ohio",40.5,-82.5
"432",2020-09-20,"OK",76807,995697,64467,946,1081382,"Oklahoma",35.5,-98
"433",2020-09-20,"OR",30801,605268,5391,526,636069,"Oregon",44,-120.5
"434",2020-09-20,"PA",150578,1758332,122872,7981,1908910,"Pennsylvania",41,-77.5
"435",2020-09-20,"PR",41838,305972,NA,608,347810,"Puerto Rico",18.2,-66.5
"436",2020-09-20,"RI",23880,295923,2268,1094,319803,"Rhode Island",41.7,-71.5
"437",2020-09-20,"SC",137708,994887,51431,3199,1132595,"South Carolina",34,-81
"438",2020-09-20,"SD",18696,157657,15651,202,176353,"South Dakota",44.5,-100
"439",2020-09-20,"TN",183514,2483612,165844,2218,2667126,"Tennessee",36,-86
"440",2020-09-20,"TX",688534,4904954,609210,14893,5593488,"Texas",31,-100
"441",2020-09-20,"UT",63772,694393,51410,440,758165,"Utah",39,-111
"442",2020-09-20,"VA",140511,1748306,16880,3015,1889125,"Virginia",38,-79
"443",2020-09-20,"VI",1269,18043,1186,19,19314,"Virgin Islands",18.35,-64.933333
"444",2020-09-20,"VT",1715,154180,1548,58,155895,"Vermont",44,-72.7
"445",2020-09-20,"WA",82199,1640841,NA,2037,1723040,"Wahington",47.5,-120.5
"446",2020-09-20,"WI",107292,1332102,85824,1250,1439527,"Wisconsin",44.5,-89.5
"447",2020-09-20,"WV",14054,500250,10227,310,514304,"West Virginia",39,-80.5
"448",2020-09-20,"WY",4871,87560,4111,49,92431,"Wyoming",43,-107.5
"449",2020-09-19,"AK",7674,415176,2438,45,422850,"Alaska",65,-150
"450",2020-09-19,"AL",144164,918448,61232,2437,1062612,"Alabama",32.7,-86.7
"451",2020-09-19,"AR",75160,794097,66003,1173,869257,"Arkansas",34.8,-92.2
"452",2020-09-19,"AS",0,1571,NA,0,1571,NA,NA,NA
"453",2020-09-19,"AZ",213551,1159608,33668,5467,1373159,"Arizona",34,-112
"454",2020-09-19,"CA",774135,12569751,NA,14912,13343886,"California",37,-120
"455",2020-09-19,"CO",63750,754119,6254,1913,817869,"Colorado",39,-105.5
"456",2020-09-19,"CT",55527,1366621,9204,4492,1422148,"Connecticut",41.6,-72.7
"457",2020-09-19,"DC",14902,335975,11823,619,350877,NA,NA,NA
"458",2020-09-19,"DE",19449,250262,10257,621,269711,"Delaware",39,-75.5
"459",2020-09-19,"FL",681233,4387321,NA,13450,5072447,"Florida",28.1,-81.6
"460",2020-09-19,"GA",305021,2430368,NA,6599,2735389,"Georgia",33,-83.5
"461",2020-09-19,"GU",2117,43841,1450,34,45958,"Guam",13.5,144.8
"462",2020-09-19,"HI",11217,268523,4394,120,279740,"Hawaii",21.311389,-157.796389
"463",2020-09-19,"IA",77058,636717,57269,1264,713775,"Iowa",42,-93
"464",2020-09-19,"ID",36959,251236,19915,438,288195,"Idaho",45,-114
"465",2020-09-19,"IL",275054,4784286,NA,8672,5059340,"Illanois",40,-89
"466",2020-09-19,"IN",110759,1181856,86260,3503,1292615,"Indiana",40,-86
"467",2020-09-19,"KS",52285,422464,1950,596,474749,"Kansas",38.5,-98
"468",2020-09-19,"KY",61106,993670,11237,1108,1054776,"Kentucky",37.5,-85
"469",2020-09-19,"LA",161322,1985664,145570,5340,2146986,"Louisiana",31,-92
"470",2020-09-19,"MA",127181,1942682,109397,9295,2069863,"Massachusetts",42.3,-71.8
"471",2020-09-19,"MD",119744,1399060,7374,3876,1518804,"Maryland",39,-76.7
"472",2020-09-19,"ME",5035,366152,4346,139,371187,"Maine",45.5,-69
"473",2020-09-19,"MI",128087,3190382,90216,6969,3318469,"Michigan",44,-85
"474",2020-09-19,"MN",88721,1202674,80407,2015,1291395,"Minnesota",46,-94
"475",2020-09-19,"MO",111516,1091108,NA,1793,1202624,"Missouri",38.5,-92.5
"476",2020-09-19,"MP",62,14316,29,2,14378,NA,NA,NA
"477",2020-09-19,"MS",93087,609799,78971,2809,702886,"Mississippi",33,-90
"478",2020-09-19,"MT",10163,290677,7553,156,300840,"Montana",47,-110
"479",2020-09-19,"NC",192248,2578772,167257,3235,2771020,"North Carolina",35.5,-80
"480",2020-09-19,"ND",17607,208895,14319,142,226502,"North Dakota",47,-100
"481",2020-09-19,"NE",40387,379608,30509,442,419995,"Nebraska",41.5,-100
"482",2020-09-19,"NH",7920,230812,7164,438,238732,"New Hampshire",44,-71.5
"483",2020-09-19,"NJ",199309,3093068,34601,16064,3292377,"New Jersey",40,-74.5
"484",2020-09-19,"NM",27350,823613,15256,841,850963,"New Mexico",34,-106
"485",2020-09-19,"NV",75419,585267,2012,1528,660686,"Nevada",39,-117
"486",2020-09-19,"NY",449038,9373053,76101,25425,9822091,"New York",43,-75
"487",2020-09-19,"OH",143547,2645148,121911,4612,2788695,"Ohio",40.5,-82.5
"488",2020-09-19,"OK",75804,995697,63960,943,1080379,"Oklahoma",35.5,-98
"489",2020-09-19,"OR",30599,603311,5391,525,633910,"Oregon",44,-120.5
"490",2020-09-19,"PA",149845,1746280,122872,7956,1896125,"Pennsylvania",41,-77.5
"491",2020-09-19,"PR",40993,305972,NA,605,346965,"Puerto Rico",18.2,-66.5
"492",2020-09-19,"RI",23798,294218,2265,1091,318016,"Rhode Island",41.7,-71.5
"493",2020-09-19,"SC",137240,986025,51431,3188,1123265,"South Carolina",34,-81
"494",2020-09-19,"SD",18444,156777,15298,200,175221,"South Dakota",44.5,-100
"495",2020-09-19,"TN",181439,2445648,164982,2216,2627087,"Tennessee",36,-86
"496",2020-09-19,"TX",686068,4877108,605522,14848,5563176,"Texas",31,-100
"497",2020-09-19,"UT",62852,689098,50957,440,751950,"Utah",39,-111
"498",2020-09-19,"VA",139655,1733700,16848,2990,1873654,"Virginia",38,-79
"499",2020-09-19,"VI",1242,17712,1174,19,18980,"Virgin Islands",18.35,-64.933333
"500",2020-09-19,"VT",1710,153090,1541,58,154800,"Vermont",44,-72.7
"501",2020-09-19,"WA",81602,1623068,NA,2037,1704670,"Wahington",47.5,-120.5
"502",2020-09-19,"WI",105557,1325447,84632,1249,1431125,"Wisconsin",44.5,-89.5
"503",2020-09-19,"WV",13874,495612,10155,308,509486,"West Virginia",39,-80.5
"504",2020-09-19,"WY",4780,87560,4092,49,92340,"Wyoming",43,-107.5
"505",2020-09-18,"AK",7587,410706,2422,45,418293,"Alaska",65,-150
"506",2020-09-18,"AL",142863,910192,61232,2428,1053055,"Alabama",32.7,-86.7
"507",2020-09-18,"AR",74082,794097,65542,1173,868179,"Arkansas",34.8,-92.2
"508",2020-09-18,"AS",0,1571,NA,0,1571,NA,NA,NA
"509",2020-09-18,"AZ",212942,1149377,33526,5451,1362319,"Arizona",34,-112
"510",2020-09-18,"CA",769831,12407355,NA,14812,13177186,"California",37,-120
"511",2020-09-18,"CO",63145,746096,6241,1911,809241,"Colorado",39,-105.5
"512",2020-09-18,"CT",55527,1366621,9204,4492,1422148,"Connecticut",41.6,-72.7
"513",2020-09-18,"DC",14852,332266,11802,619,347118,NA,NA,NA
"514",2020-09-18,"DE",19366,249272,10201,620,268638,"Delaware",39,-75.5
"515",2020-09-18,"FL",677660,4360601,NA,13387,5042131,"Florida",28.1,-81.6
"516",2020-09-18,"GA",302737,2399215,NA,6537,2701952,"Georgia",33,-83.5
"517",2020-09-18,"GU",2074,43579,1450,33,45653,"Guam",13.5,144.8
"518",2020-09-18,"HI",11105,258224,4248,107,269329,"Hawaii",21.311389,-157.796389
"519",2020-09-18,"IA",76211,631820,56546,1260,708031,"Iowa",42,-93
"520",2020-09-18,"ID",36489,249063,19691,434,285552,"Idaho",45,-114
"521",2020-09-18,"IL",272525,4712529,NA,8647,4985054,"Illanois",40,-89
"522",2020-09-18,"IN",109683,1171755,86260,3495,1281438,"Indiana",40,-86
"523",2020-09-18,"KS",52285,422464,1950,596,474749,"Kansas",38.5,-98
"524",2020-09-18,"KY",60128,991723,11168,1101,1051851,"Kentucky",37.5,-85
"525",2020-09-18,"LA",161322,1985664,145570,5340,2146986,"Louisiana",31,-92
"526",2020-09-18,"MA",126582,1921953,109397,9269,2048535,"Massachusetts",42.3,-71.8
"527",2020-09-18,"MD",119062,1385805,7351,3869,1504867,"Maryland",39,-76.7
"528",2020-09-18,"ME",5005,359419,4335,138,364424,"Maine",45.5,-69
"529",2020-09-18,"MI",127500,3157530,85513,6954,3285030,"Michigan",44,-85
"530",2020-09-18,"MN",87807,1191030,80221,2002,1278837,"Minnesota",46,-94
"531",2020-09-18,"MO",110129,1080251,NA,1780,1190380,"Missouri",38.5,-92.5
"532",2020-09-18,"MP",62,14316,29,2,14378,NA,NA,NA
"533",2020-09-18,"MS",91935,541497,78971,2780,633432,"Mississippi",33,-90
"534",2020-09-18,"MT",9871,288684,7500,146,298555,"Montana",47,-110
"535",2020-09-18,"NC",191019,2558001,167257,3207,2749020,"North Carolina",35.5,-80
"536",2020-09-18,"ND",17230,207963,14060,142,225193,"North Dakota",47,-100
"537",2020-09-18,"NE",39921,376654,30254,442,416575,"Nebraska",41.5,-100
"538",2020-09-18,"NH",7861,229657,7117,438,237518,"New Hampshire",44,-71.5
"539",2020-09-18,"NJ",198848,3093068,34572,16061,3291916,"New Jersey",40,-74.5
"540",2020-09-18,"NM",27199,817968,15106,836,845167,"New Mexico",34,-106
"541",2020-09-18,"NV",75096,581505,2012,1524,656601,"Nevada",39,-117
"542",2020-09-18,"NY",448052,9263595,76036,25423,9711647,"New York",43,-75
"543",2020-09-18,"OH",142596,2610509,120858,4608,2753105,"Ohio",40.5,-82.5
"544",2020-09-18,"OK",74567,979650,63135,939,1061708,"Oklahoma",35.5,-98
"545",2020-09-18,"OR",30342,599080,5376,521,629422,"Oregon",44,-120.5
"546",2020-09-18,"PA",148683,1732805,121920,7934,1881488,"Pennsylvania",41,-77.5
"547",2020-09-18,"PR",39684,305972,NA,599,345656,"Puerto Rico",18.2,-66.5
"548",2020-09-18,"RI",23620,291935,2244,1088,315555,"Rhode Island",41.7,-71.5
"549",2020-09-18,"SC",136318,975086,51431,3177,1111404,"South Carolina",34,-81
"550",2020-09-18,"SD",18075,155629,15068,198,173704,"South Dakota",44.5,-100
"551",2020-09-18,"TN",180497,2422845,163181,2196,2603342,"Tennessee",36,-86
"552",2020-09-18,"TX",682241,4762560,600662,14713,5444801,"Texas",31,-100
"553",2020-09-18,"UT",61775,681962,50492,437,743737,"Utah",39,-111
"554",2020-09-18,"VA",138702,1699533,16762,2949,1838532,"Virginia",38,-79
"555",2020-09-18,"VI",1242,17712,1174,19,18980,"Virgin Islands",18.35,-64.933333
"556",2020-09-18,"VT",1706,152393,1536,58,154099,"Vermont",44,-72.7
"557",2020-09-18,"WA",81602,1623068,NA,2037,1704670,"Wahington",47.5,-120.5
"558",2020-09-18,"WI",103154,1315258,83184,1246,1418533,"Wisconsin",44.5,-89.5
"559",2020-09-18,"WV",13683,489450,10011,297,503133,"West Virginia",39,-80.5
"560",2020-09-18,"WY",4747,87560,4044,49,92307,"Wyoming",43,-107.5
"561",2020-09-17,"AK",7471,408392,2408,44,415863,"Alaska",65,-150
"562",2020-09-17,"AL",141757,903156,61232,2401,1044913,"Alabama",32.7,-86.7
"563",2020-09-17,"AR",73211,783707,64145,1166,856918,"Arkansas",34.8,-92.2
"564",2020-09-17,"AS",0,1571,NA,0,1571,NA,NA,NA
"565",2020-09-17,"AZ",211660,1141222,33381,5409,1352882,"Arizona",34,-112
"566",2020-09-17,"CA",766201,12313836,NA,14721,13080037,"California",37,-120
"567",2020-09-17,"CO",62686,739236,6220,1905,801922,"Colorado",39,-105.5
"568",2020-09-17,"CT",55386,1352887,9204,4488,1408273,"Connecticut",41.6,-72.7
"569",2020-09-17,"DC",14790,326528,11763,619,341318,NA,NA,NA
"570",2020-09-17,"DE",19318,247850,10193,619,267168,"Delaware",39,-75.5
"571",2020-09-17,"FL",674456,4336517,NA,13247,5014790,"Florida",28.1,-81.6
"572",2020-09-17,"GA",300903,2378988,NA,6474,2679891,"Georgia",33,-83.5
"573",2020-09-17,"GU",2045,43208,1427,31,45253,"Guam",13.5,144.8
"574",2020-09-17,"HI",10946,254554,4105,103,265500,"Hawaii",21.311389,-157.796389
"575",2020-09-17,"IA",75028,626410,55834,1251,701438,"Iowa",42,-93
"576",2020-09-17,"ID",36093,247272,19405,429,283365,"Idaho",45,-114
"577",2020-09-17,"IL",270302,4652731,NA,8624,4923033,"Illanois",40,-89
"578",2020-09-17,"IN",108646,1161004,85334,3478,1269650,"Indiana",40,-86
"579",2020-09-17,"KS",50870,413356,1920,586,464226,"Kansas",38.5,-98
"580",2020-09-17,"KY",59370,979315,11109,1093,1038685,"Kentucky",37.5,-85
"581",2020-09-17,"LA",160343,1963847,145570,5311,2124190,"Louisiana",31,-92
"582",2020-09-17,"MA",126128,1900167,109397,9260,2026295,"Massachusetts",42.3,-71.8
"583",2020-09-17,"MD",118519,1375823,7311,3861,1494342,"Maryland",39,-76.7
"584",2020-09-17,"ME",4962,346416,4317,138,351378,"Maine",45.5,-69
"585",2020-09-17,"MI",126722,3125009,85513,6955,3251731,"Michigan",44,-85
"586",2020-09-17,"MN",86722,1176824,79878,1994,1263546,"Minnesota",46,-94
"587",2020-09-17,"MO",108334,1070247,NA,1757,1178581,"Missouri",38.5,-92.5
"588",2020-09-17,"MP",62,14316,29,2,14378,NA,NA,NA
"589",2020-09-17,"MS",91935,541497,78971,2780,633432,"Mississippi",33,-90
"590",2020-09-17,"MT",9647,285652,7401,143,295299,"Montana",47,-110
"591",2020-09-17,"NC",189576,2524599,167257,3180,2714175,"North Carolina",35.5,-80
"592",2020-09-17,"ND",16723,206447,13828,142,223170,"North Dakota",47,-100
"593",2020-09-17,"NE",39419,373432,29966,439,412851,"Nebraska",41.5,-100
"594",2020-09-17,"NH",7814,227696,7104,438,235510,"New Hampshire",44,-71.5
"595",2020-09-17,"NJ",198361,3067457,34546,16057,3265818,"New Jersey",40,-74.5
"596",2020-09-17,"NM",27041,810359,14842,832,837400,"New Mexico",34,-106
"597",2020-09-17,"NV",74595,577988,1997,1506,652583,"Nevada",39,-117
"598",2020-09-17,"NY",447262,9174658,75962,25413,9621920,"New York",43,-75
"599",2020-09-17,"OH",141585,2576748,119690,4580,2718333,"Ohio",40.5,-82.5
"600",2020-09-17,"OK",73318,966519,62144,930,1047293,"Oklahoma",35.5,-98
"601",2020-09-17,"OR",29850,595574,5376,521,625424,"Oregon",44,-120.5
"602",2020-09-17,"PA",147923,1721275,121296,7913,1869198,"Pennsylvania",41,-77.5
"603",2020-09-17,"PR",38867,305972,NA,588,344839,"Puerto Rico",18.2,-66.5
"604",2020-09-17,"RI",23488,289787,2236,1085,313275,"Rhode Island",41.7,-71.5
"605",2020-09-17,"SC",135446,952141,51431,3158,1087587,"South Carolina",34,-81
"606",2020-09-17,"SD",17686,153837,14878,193,171523,"South Dakota",44.5,-100
"607",2020-09-17,"TN",178140,2386739,161707,2164,2564879,"Tennessee",36,-86
"608",2020-09-17,"TX",678819,4666357,594817,14590,5345176,"Texas",31,-100
"609",2020-09-17,"UT",60658,674520,50108,437,735178,"Utah",39,-111
"610",2020-09-17,"VA",137460,1691052,16671,2920,1828838,"Virginia",38,-79
"611",2020-09-17,"VI",1238,17541,1172,19,18800,"Virgin Islands",18.35,-64.933333
"612",2020-09-17,"VT",1705,151490,1533,58,153195,"Vermont",44,-72.7
"613",2020-09-17,"WA",81198,1609849,NA,2031,1691047,"Wahington",47.5,-120.5
"614",2020-09-17,"WI",100574,1304724,81902,1239,1405446,"Wisconsin",44.5,-89.5
"615",2020-09-17,"WV",13430,484853,9804,294,498283,"West Virginia",39,-80.5
"616",2020-09-17,"WY",4652,86800,4000,49,91452,"Wyoming",43,-107.5
"617",2020-09-16,"AK",7365,401199,2407,44,408564,"Alaska",65,-150
