,Date.x,state,Confirmed,Deaths,Recovered,lat,long
401,8/03/2020,Moscow,5,0,0,55.753215,37.622504
402,8/03/2020,Moscow,5,0,0,55.753215,37.622504
403,8/03/2020,Moscow,5,0,0,55.753215,37.622504
404,8/03/2020,Moscow,5,0,0,55.753215,37.622504
405,8/03/2020,Moscow,5,0,0,55.753215,37.622504
406,8/03/2020,Moscow,5,0,0,55.753215,37.622504
407,8/03/2020,Moscow,5,0,0,55.753215,37.622504
408,8/03/2020,Moscow,5,0,0,55.753215,37.622504
409,8/03/2020,Moscow,5,0,0,55.753215,37.622504
410,8/03/2020,Moscow,5,0,0,55.753215,37.622504
411,8/03/2020,Moscow,5,0,0,55.753215,37.622504
412,8/03/2020,Moscow,5,0,0,55.753215,37.622504
413,8/03/2020,Moscow,5,0,0,55.753215,37.622504
414,8/03/2020,Moscow,5,0,0,55.753215,37.622504
415,8/03/2020,Moscow,5,0,0,55.753215,37.622504
416,8/03/2020,Moscow,5,0,0,55.753215,37.622504
417,8/03/2020,Moscow,5,0,0,55.753215,37.622504
418,8/03/2020,Moscow,5,0,0,55.753215,37.622504
419,8/03/2020,Moscow,5,0,0,55.753215,37.622504
420,8/03/2020,Moscow,5,0,0,55.753215,37.622504
421,8/03/2020,Moscow,5,0,0,55.753215,37.622504
422,8/03/2020,Moscow,5,0,0,55.753215,37.622504
423,8/03/2020,Moscow,5,0,0,55.753215,37.622504
424,8/03/2020,Moscow,5,0,0,55.753215,37.622504
425,8/03/2020,Moscow,5,0,0,55.753215,37.622504
426,8/03/2020,Moscow,5,0,0,55.753215,37.622504
427,8/03/2020,Moscow,5,0,0,55.753215,37.622504
428,8/03/2020,Moscow,5,0,0,55.753215,37.622504
429,8/03/2020,Moscow,5,0,0,55.753215,37.622504
430,8/03/2020,Moscow,5,0,0,55.753215,37.622504
431,8/03/2020,Moscow,5,0,0,55.753215,37.622504
432,8/03/2020,Moscow,5,0,0,55.753215,37.622504
433,8/03/2020,Moscow,5,0,0,55.753215,37.622504
434,8/03/2020,Moscow,5,0,0,55.753215,37.622504
435,8/03/2020,Moscow,5,0,0,55.753215,37.622504
436,8/03/2020,Moscow,5,0,0,55.753215,37.622504
437,8/03/2020,Moscow,5,0,0,55.753215,37.622504
438,8/03/2020,Moscow,5,0,0,55.753215,37.622504
439,8/03/2020,Moscow,5,0,0,55.753215,37.622504
440,8/03/2020,Moscow,5,0,0,55.753215,37.622504
441,8/03/2020,Moscow,5,0,0,55.753215,37.622504
442,8/03/2020,Moscow,5,0,0,55.753215,37.622504
443,8/03/2020,Moscow,5,0,0,55.753215,37.622504
444,8/03/2020,Moscow,5,0,0,55.753215,37.622504
445,8/03/2020,Moscow,5,0,0,55.753215,37.622504
446,8/03/2020,Moscow,5,0,0,55.753215,37.622504
447,8/03/2020,Moscow,5,0,0,55.753215,37.622504
448,8/03/2020,Moscow,5,0,0,55.753215,37.622504
